"gene_id","GEL_AT_immature_top_leaf_R1","GEL_AU_immature_top_leaf_R2","GEL_AV_immature_top_leaf_R3","GEL_AW_mature_middle_leaf_R1","GEL_AX_mature_middle_leaf_R2","GEL_AY_mature_middle_leaf_R3","GEL_AZ_mature_bottom_leaf_R1","GEL_BA_mature_bottom_leaf_R2","GEL_BB_mature_bottom_leaf_R3","GEL_BC_immature_top_stem_R1","GEL_BD_immature_top_stem_R2","GEL_BE_immature_top_stem_R3","GEL_BI_primary_root_R1","GEL_BJ_primary_root_R2","GEL_BK_primary_root_R3","GEL_BL_secondary_root_R1","GEL_BM_secondary_root_R2","GEL_BN_secondary_root_R3"
"Gelse.v1.S108610.1",0,0,0.833028,0,0,0,0,0,0.375342,0,0,0,0,0,0,0,0,0
"Gelse.v1.S051640.2",0,0,0,0,0,0,0,0,0,0,0,0.0182937,0.24027,0.287259,0.21693,0.298883,0.700952,0.193095
"Gelse.v1.S208600.2",1.07381,0.925496,1.75197,0,0.125488,0,0,0,0,1.51965,0.0521569,0.044722,0.339558,0,0,0.417172,0,0.365703
"Gelse.v1.S088780.2",44.192,66.4282,46.0675,48.0817,45.9082,39.7047,40.351,27.9629,34.3553,47.7924,37.0663,35.4169,59.071,47.8876,54.4773,60.5549,47.8207,48.5725
"Gelse.v1.S000590.1",1031.96,819.653,1059.78,954.691,970.248,819.722,852.859,606.574,607.069,1206.57,1020.14,1098.72,1671.85,1794.18,1535.04,1669.46,1879.05,1576.11
"Gelse.v1.S035660.1",4.66778,3.90042,3.79715,4.69396,5.09154,4.94175,4.04763,2.40192,2.02598,5.07095,2.36395,5.262,4.24867,3.41808,3.24192,4.41333,3.45907,3.904
"Gelse.v1.S128760.1",0.0579143,0,0,0.240557,0.0428433,0,0.213651,0,0.152977,0.291864,0,0,0.248364,0.331836,0.0891016,0.160241,0,0.321042
"Gelse.v1.S030100.2",69.6509,159.113,91.5924,65.647,58.9851,65.2876,68.2607,43.9488,39.2829,119.877,121.105,171.537,118.336,110.662,122.603,121.33,114.044,116.09
"Gelse.v1.S232420.2",9.74145,3.86359,7.67507,11.7026,10.0711,11.7937,19.9211,24.0727,18.7133,11.2194,13.7398,7.86237,10.8897,10.4476,10.7632,8.11134,11.0622,7.4043
"Gelse.v1.S035890.1",4.10709,3.30175,6.28675,3.12181,3.19372,3.42347,2.53085,2.81652,3.66119,13.2873,11.386,11.128,9.52125,8.39859,4.89948,8.95224,6.36136,7.22556
"Gelse.v1.S043570.2",48.1998,69.203,52.2307,50.3784,49.6553,56.291,73.6434,72.688,71.0138,21.292,26.3633,22.0671,10.7493,11.7839,10.369,8.71148,10.7219,10.9219
"Gelse.v1.S236450.1",35.9578,17.3257,32.3424,33.2704,48.2328,55.0213,39.405,99.9474,109.483,58.1286,61.6017,79.2912,74.7931,104.015,102.015,65.685,109.141,96.081
"Gelse.v1.S025810.2",222.325,172.263,216.364,279.973,246.952,304.175,228.798,296.725,310.285,278.516,275.704,264.093,298.275,297.248,340.62,309.579,333.375,351.127
"Gelse.v1.S271460.1",0.0269442,0.00584454,0.0167846,0.0190269,0,0,0.0263229,0,0,0.00815028,0.0111779,0.0354861,0,0,0,0.00828581,0,0
"Gelse.v1.S254220.3",25.5972,21.3119,24.8989,26.823,31.41,31.5404,37.3705,43.4689,41.6622,35.7406,40.2933,33.319,39.5195,52.3334,49.7846,34.6862,48.0508,45.9786
"Gelse.v1.S079890.2",9.7818,4.86741,9.55779,4.37576,4.87562,7.61625,5.1289,4.25178,5.43967,10.9374,14.0283,10.1973,7.55927,10.6477,7.06206,6.80303,11.3024,8.68723
"Gelse.v1.S106590.1",50.3872,5.76412,28.4158,16.8009,12.7348,15.565,12.2188,10.9628,24.2319,30.4978,34.335,30.4975,15.7262,6.48517,8.73601,19.7932,22.6037,18.5521
"Gelse.v1.S171610.1",3.49261,2.21396,5.20966,1.74335,1.69082,2.47602,0.74254,4.91249,3.44794,5.36763,8.40415,7.06883,5.39588,3.84435,5.89175,7.02021,4.00001,7.55447
"Gelse.v1.S072490.2",40.5539,23.1701,47.3002,28.2659,22.7762,24.0048,31.2478,22.0785,18.7394,24.4839,26.9499,28.6721,24.3527,22.0803,9.16917,26.1219,24.2837,20.2778
"Gelse.v1.S029350.1",0,0,0,0,0,0,0,0,0,0.0308147,0,0.115964,0,0,0.0131893,0,0,0.067895
"Gelse.v1.S050190.1",64.3251,134.81,89.7132,52.5815,48.3774,54.2654,41.3726,42.5253,40.3134,117.077,93.5686,129.026,108.438,74.1482,96.9198,124.294,63.3355,102.76
"Gelse.v1.S047310.2",3833.55,2924.86,2122.07,7099.74,6311.94,6160.81,9202.47,9138.35,7475.66,414.969,264.758,599.375,62.2775,30.0826,32.1162,39.7737,32.7045,17.6336
"Gelse.v1.S000520.1",0,0,0,0,0,0,0,0,0,0,0,0.0573647,0.031487,0,0,0.0334829,0.026187,0.0561368
"Gelse.v1.S028230.6",11.9191,1.57578,6.82196,6.54562,7.82879,15.8534,9.48499,11.5929,17.003,11.8832,16.4724,3.36368,13.5019,14.2878,12.5243,4.44102,11.459,8.60946
"Gelse.v1.S249610.2",23.1536,22.1212,22.7188,22.2999,28.3122,27.4727,19.4521,20.9327,22.0126,20.2369,20.5066,21.4944,36.6537,45.3021,42.589,28.0051,38.3305,33.1734
"Gelse.v1.S197880.4",17.452,19.8593,23.7882,13.2058,7.72529,9.50698,8.12507,8.99571,9.48048,22.9596,28.8114,29.6952,26.664,30.6841,36.0988,27.8312,29.6951,33.2519
"Gelse.v1.S154190.1",0.705763,0.463527,0.698412,1.28611,1.57827,1.3577,0.659585,0.522166,1.53726,0,0.0326411,0.0280621,0,0,0,0,0,0
"Gelse.v1.S215560.2",32.1397,16.2876,31.2346,31.7628,31.2874,31.199,37.3578,35.0511,36.4256,35.7471,36.0193,30.2418,27.5184,28.9584,24.849,23.9633,28.5114,24.3344
"Gelse.v1.S063920.5",9.27662,6.16688,9.9378,8.96898,8.80117,10.7948,9.83991,11.1213,9.56823,11.1496,12.5937,8.36771,7.71144,10.1828,8.35433,7.07458,10.2806,9.52388
"Gelse.v1.S051800.1",9.46619,7.05655,6.54866,9.90631,10.1574,12.9845,6.0895,7.29543,7.42206,9.54753,10.1969,8.28156,9.45973,9.27488,8.39107,8.53002,12.1594,8.79631
"Gelse.v1.S012370.1",0,0,2.59106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gelse.v1.S188280.1",75.0737,75.3371,70.5892,72.0085,79.9913,80.872,82.6189,75.6343,64.1889,69.485,102.272,67.9835,52.0714,56.5203,44.5401,43.6561,53.7919,46.6758
"Gelse.v1.S084760.1",124.946,69.4986,139.078,87.3606,97.9607,119.604,84.7711,101.843,107.324,189.496,223.202,146.915,150.185,177.996,112.174,122.894,172.585,136.556
"Gelse.v1.S176570.3",31.9198,16.6653,29.7735,28.0995,31.2733,33.5987,30.8324,26.923,32.6269,35.5715,38.8048,30.5675,32.7058,35.4209,27.6438,36.2154,35.639,36.6864
"Gelse.v1.S082130.1",47.1761,27.1731,48.2627,53.6879,53.3555,60.2216,60.8642,67.6096,73.0657,55.5039,53.4479,59.7115,67.9196,70.4274,67.3945,62.1804,62.9258,69.6315
"Gelse.v1.S185690.5",5.51352,2.27145,7.71816,2.2091,3.02687,4.47782,1.67315,2.35685,2.55983,9.47289,18.3674,7.4873,3.43646,3.71208,3.41663,1.448,3.59807,3.34419
"Gelse.v1.S190530.4",10.5148,5.27465,15.5562,3.838,3.73164,2.13729,1.74019,1.38155,1.47386,8.11839,9.66841,6.90417,5.46408,4.16507,5.07289,7.09686,5.15851,5.92652
"Gelse.v1.S236270.1",0.0379007,0.174186,0.392761,0.031404,0.112907,0,0,0.0659789,0.033657,4.22582,0.280384,6.44585,10.9995,3.29467,5.2881,20.0628,5.55875,10.9673
"Gelse.v1.S028890.1",14.2473,8.27929,6.74319,11.092,24.2007,15.3791,32.1701,26.6987,11.2665,49.9272,41.7676,98.8644,0.457971,0,0,0,1.16036,1.47835
"Gelse.v1.S184230.1",9.28248,1.51623,11.6413,6.40471,5.23907,6.73446,6.85563,7.36773,5.95349,11.1866,6.183,6.5306,2.14945,2.51211,2.00947,7.67971,5.15242,6.70378
"Gelse.v1.S051620.1",8.32268,17.0734,8.51922,6.36103,6.17597,5.89266,4.06179,4.35127,4.27175,9.75672,10.093,12.193,21.4211,19.9357,18.087,21.0423,19.837,16.3302
"Gelse.v1.S160840.2",6.81876,6.75047,6.1017,7.44498,6.11651,6.31868,7.87239,5.55766,5.75146,9.8938,6.95564,7.55351,11.2065,9.64631,9.65213,12.019,11.8229,10.5756
"Gelse.v1.S027790.1",2.5605,1.82666,1.44527,4.12664,5.41386,5.66226,1.47477,1.00258,1.90356,1.86773,1.95621,1.3048,1.94572,1.37492,0.994882,0.787258,1.31218,0.864579
"Gelse.v1.S126960.1",0,0,0,0,0,0,0,0,0,0,0,0,0.0392492,0.0152673,0,0.0756056,0.00987247,0.0169366
"Gelse.v1.S002860.2",5.36748,1.76279,5.35641,3.26433,2.94551,3.10901,3.24343,4.58598,2.88463,4.9857,5.15975,4.07499,8.82974,5.40722,5.63642,9.92303,4.89786,8.38544
"Gelse.v1.S019270.1",0,0,0.0708408,0,0,0,0,0,0,0,0,0.896431,0.488633,0.124524,0.163097,1.2897,0.122547,0.489793
"Gelse.v1.S172260.1",17.8165,10.4094,21.5871,17.7104,19.612,28.0375,21.5119,18.5916,26.0405,22.7884,25.648,23.0619,43.2229,54.0336,38.3743,42.4425,63.4428,49.223
"Gelse.v1.S062660.1",0.0747531,0.0787614,0.0141348,0.0247053,0,0.0258331,0.127279,0,0,0.114393,0.138589,0.0597365,0.0917337,0.0626997,0,0.0836743,0.0163584,0.02805
"Gelse.v1.S081210.1",110.098,75.2465,93.4392,47.5403,17.8007,10.3156,11.3192,7.29166,12.4354,59.8881,54.8243,43.0708,154.671,90.0582,117.877,204.261,76.9741,150.139
"Gelse.v1.S233250.1",11.0881,8.07683,15.4856,7.26142,7.41223,7.97907,6.18822,5.66437,6.86359,23.836,21.5242,31.2885,27.2782,26.376,18.2102,29.1023,24.2434,29.6339
"Gelse.v1.S067440.1",8.77169,4.70752,10.9356,6.8593,6.52699,7.88478,8.5062,9.9337,9.78927,9.40326,9.43817,5.55799,6.70452,9.00913,7.57229,8.3457,9.02313,8.41007
"Gelse.v1.S027640.1",0.718702,0,0,0.612572,0,0,0,0,0,1.7823,0.330163,0,0,0,0,0,0,0
"Gelse.v1.S009610.1",0.197216,0.0969685,0.0927345,0.0409137,0.0365764,0,0.228501,0.429172,0,0,0,0,0.084938,0,0,0.319001,0,0
"Gelse.v1.S244120.1",18.2344,12.659,18.0627,15.5171,14.6115,15.7305,15.8924,16.5311,16.9343,23.1132,23.7503,18.7693,15.6576,17.6377,15.8859,15.6273,16.7478,15.6622
"Gelse.v1.S112360.1",0,0,0,0,0.441688,0,0,0,0,0,0,0.0488225,0,0,0,0,0,0
"Gelse.v1.S029470.1",87.243,65.9221,70.0901,87.8947,96.2254,104.307,54.2043,57.1528,46.8162,76.8617,56.7394,66.1885,115.613,78.4002,66.6677,134.831,78.605,71.9582
"Gelse.v1.S067360.7",42.2965,22.3289,40.4879,32.6307,29.6267,34.8507,45.236,32.9823,31.5266,38.911,45.9835,32.4546,30.9194,32.168,25.1281,33.8718,35.9965,32.242
"Gelse.v1.S204640.1",2.46629,2.23841,2.02554,0.754867,0.756501,0.46650199999999997,0.347919,0.107339,0,0.543657,0.593801,0.707854,0.150575,0.0617158,0.107579,0.206507,0.376657,0.345838
"Gelse.v1.S029740.1",0,0,0,0,0,0,0,0,0,0.840178,0,0,0,0,0,0,0,0
"Gelse.v1.S209520.1",0,0,0,0,0,0,0,0,0,0,0,0,8.5597,0.812342,2.63057,11.3721,2.18589,5.57927
"Gelse.v1.S112940.1",0,0,0.187268,0,0,0,0.183645,0,0,1.97672,0.182662,0,0,0,0,0,0,0
"Gelse.v1.S265340.1",0.345098,0.0755207,0.0361209,0.794333,0.913686,0.261961,0.39348,0.233628,0.408532,0.323844,0.0709131,0,0,0,0.0831448,0.0710864,0,0
"Gelse.v1.S129750.1",0.165783,0.0747501,0.190509,0.0740376,0.0533146,0.120556,0.0616136,0.101989,0.0583905,1.11526,0.761604,1.13062,3.21729,3.96054,1.94288,3.7125,3.99744,3.16203
"Gelse.v1.S185080.1",9.97679,2.93957,8.30566,7.24112,7.73612,14.2301,7.71065,9.49942,7.92787,14.466,11.5734,8.91688,2.89979,7.7014,0.843848,5.69208,11.6556,4.363
"Gelse.v1.S058750.5",27.841,18.4612,31.6375,19.5657,16.749,18.064,18.6725,14.8077,17.5769,43.0822,37.4001,47.4193,38.0106,31.0215,33.7031,34.7966,26.3285,34.5049
"Gelse.v1.S134420.3",10.9639,15.0787,12.8642,10.5984,12.0852,15.4841,9.29724,12.2215,9.67521,9.80965,12.254,9.40839,9.61048,10.3698,8.48075,7.59958,8.6084,8.13487
"Gelse.v1.S010990.1",191.775,67.1233,159.494,147.423,143.168,183.297,143.418,183.489,220.533,267.959,295.027,211.621,143.399,195.794,110.927,136.3,201.362,158.795
"Gelse.v1.S017430.1",0.481677,0.0413404,0.138469,0.467537,0.141191,0.072157,0.0197393,0.0546889,0.0936786,0.728744,0.155207,0.651745,0.823526,0.64771,0.731963,0.273047,0.137231,0.176435
"Gelse.v1.S171630.1",35.0327,27.7459,31.7348,32.2875,34.9234,36.1647,22.5011,32.1618,31.2283,46.4382,36.7964,39.7134,64.8398,44.1736,46.3392,72.8046,35.5765,43.8705
"Gelse.v1.S040420.1",0.145542,0.0477873,0,0.180857,0.0542245,0,0.0339828,1.26683,0.161663,0.338217,0.168261,0.0867812,23.3124,23.1846,34.4804,31.6867,29.5425,38.5137
"Gelse.v1.S279110.1",4.96647e-8,1.56362e-10,3.78819e-10,7.78102e-4,0.0125559,9.18897e-4,4.97309e-4,0.00747462,0.00413724,0,0.0065706,8.37296e-9,4.18829e-9,0,0,0,0.00188328,1.08115e-4
"Gelse.v1.S007610.1",136.854,702.399,185.886,131.782,186.018,136.972,183.282,115.109,105.544,216.586,198.571,230.481,268.394,191.063,259.896,271.284,192.796,209.133
"Gelse.v1.S187220.1",0,0,0,0,0,0,0,0,0,0.0482382,0,0.022684,0,0.118517,0,0,0.24824,0
"Gelse.v1.S104480.1",10.7579,14.6516,10.3463,10.1144,9.24392,11.5268,12.4551,10.3684,9.53213,9.60804,14.1334,11.4792,11.4985,11.1744,8.67436,9.93246,11.3674,9.98692
"Gelse.v1.S219330.1",43.2854,23.7486,45.556,29.5945,28.3754,32.1438,35.5312,27.8075,23.0765,47.8238,54.0004,39.4584,37.8734,37.3259,20.1001,40.5339,37.7475,34.4244
"Gelse.v1.S112980.1",14.6752,15.2312,11.8937,13.6196,14.0718,14.4799,18.3529,13.532,15.1872,20.7009,15.1303,14.7413,13.965,11.7233,15.1796,12.7769,10.7853,13.4917
"Gelse.v1.S093700.1",12.4616,9.73922,23.6505,8.35856,11.2203,12.2547,12.2838,12.0591,15.4519,6.75324,9.1801,8.05477,25.3766,31.4296,40.0889,31.8875,36.1987,39.3645
"Gelse.v1.S012180.1",17.9865,28.2532,21.7034,9.571,7.37663,7.19928,5.03243,2.5447,2.76588,39.8447,25.8554,39.8383,77.742,43.6629,50.7171,85.8561,41.4296,44.7674
"Gelse.v1.S215060.1",32.0203,18.3878,35.1872,29.1094,31.071,36.0625,43.2881,32.9818,39.432,32.7607,41.0103,30.8289,31.8219,38.3449,27.9849,32.8954,47.0481,35.4003
"Gelse.v1.S012900.1",25.6005,14.5743,25.4873,23.6376,24.5458,22.8746,33.6146,23.4259,24.3704,23.3368,22.8485,23.003,25.3018,26.283,20.159,23.1332,27.324,22.7763
"Gelse.v1.S154920.1",0.551543,0,0.341073,1.85848,0.39598,2.08815,0.487387,0.320946,1.09165,0.904243,0.504457,1.87256,1.05791,0.859681,1.27144,0.831013,0.579839,1.15225
"Gelse.v1.S091730.1",3.28416,7.2412,4.57372,1.9565,11.5493,6.31451,0.230103,1.73657,0.738237,2.64979,3.01088,1.83261,1.92152,3.69959,1.66925,1.11186,2.10545,2.00421
"Gelse.v1.S057270.1",14.6677,8.91969,17.7561,11.4148,11.9471,12.1539,13.7279,12.2498,12.8111,15.3517,20.0928,16.0707,13.3698,15.2431,12.582,12.7456,16.3893,14.1947
"Gelse.v1.S063810.3",22.7119,15.2529,12.7537,24.4514,19.7314,25.3185,7.1473,7.77402,6.17283,11.1327,5.95746,21.0025,2.96797,1.23201,1.66435,4.23772,1.70318,1.59977
"Gelse.v1.S207150.1",0.702723,0.256932,0.442604,0.258196,0.292591,0.151433,0.497183,0.390806,0.192215,3.11585,1.79051,4.11357,3.65299,3.57626,2.78754,2.05498,1.72756,1.66363
"Gelse.v1.S269550.4",28.049,13.4799,27.756,22.1628,22.6004,27.5757,27.4782,26.7743,24.7282,31.6943,31.7724,25.1617,28.9497,29.4,26.4205,25.742,30.4583,26.013
"Gelse.v1.S241210.2",16.2929,13.1448,23.4386,19.5415,23.8591,21.5561,15.3237,15.9743,15.0968,39.4634,29.9831,38.3964,40.4059,37.549,36.9645,41.2609,31.9838,35.0212
"Gelse.v1.S046000.3",20.1316,22.6725,23.1193,16.916,19.9387,20.5186,25.5301,18.1705,20.5087,28.3187,31.8269,22.0673,29.5289,33.951,29.4483,29.0544,39.6591,35.3322
"Gelse.v1.S254250.1",20.0918,8.68334,20.9109,13.4003,9.82573,11.6915,8.84385,7.31598,8.97652,25.8344,19.2215,29.9383,10.9238,8.41548,5.68381,9.28406,5.9888,7.35834
"Gelse.v1.S237660.1",2.13082,2.1449,9.33506,0.0435317,0.157358,0.0903972,0.0247162,0,0.070438,5.61784,6.57619,3.16567,1.39842,0.745362,1.05112,2.51974,0.659695,1.30263
"Gelse.v1.S039590.4",21.8137,8.88974,21.9561,13.4612,11.2938,12.9576,11.9083,9.10077,9.34442,27.3328,29.8626,21.9069,21.3297,21.0472,13.3803,19.2875,20.0527,17.6477
"Gelse.v1.S253320.1",3.13838,3.3983,21.5408,0.269295,1.04194,1.59841,0.0324018,0.328422,0.107576,58.254,106.153,26.2852,19.6251,19.1072,18.6489,14.6125,19.8768,24.804
"Gelse.v1.S138550.1",256.429,412.734,336.972,177.745,168.129,158.574,122.31,101.295,92.5499,458.341,386.888,568.042,524.743,410.55,457.021,585.584,398.182,483.905
"Gelse.v1.S026080.1",0,0,0.0313439,0,0,0,0,0,0,0,0,0,0.0577419,0,0,0.0308604,0.108516,0
"Gelse.v1.S187260.1",59.8238,88.92,113.747,19.8695,17.2808,15.2005,16.2935,17.8875,16.7965,89.7689,96.7147,45.7423,58.5008,49.9154,79.5875,81.7169,56.6166,90.0728
"Gelse.v1.S200190.1",0.00805033,0.00530715,0.0839691,0.0333243,0.00607615,0.0209898,0.007662,0.00700449,0.0509314,0,0.0149484,0.0452213,0.359734,0.15559,0.317618,0.750737,0.678272,1.83542
"Gelse.v1.S189670.2",0.217075,0.214081,1.56193,0.134719,0.020283,0.0699029,0.101926,0,0.048419,5.95421,8.99317,0.562124,0.0472727,0,0.118235,0,0,0
"Gelse.v1.S263630.1",0,0,2.87463,0,0.549002,0,0,0,0,0.315671,1.05204,0.614275,0,0.299724,0,0,0,0.342431
"Gelse.v1.S082860.1",0.1222,0.0200768,0,0.0505805,0.0684286,0.366655,0,0,0,0,0,0,0,0,0,0,0,0
"Gelse.v1.S085840.2",71.448,46.1215,49.7917,155.046,159.179,164.181,258.489,171.755,141.136,112.09,102.787,295.464,156.747,176.444,228.572,224.826,289.568,276.706
"Gelse.v1.S174610.3",14.555,9.90658,11.5129,16.0293,15.6895,20.319,20.4657,19.9175,20.6247,13.3963,14.6578,9.78288,7.63432,7.24379,4.93302,5.97643,5.4214,4.81173
"Gelse.v1.S215370.1",13.3348,7.3037,13.3777,8.30185,8.51941,10.0716,10.1597,11.337,10.5456,15.1976,15.0889,14.2338,14.1737,14.3843,13.7395,12.8152,14.6377,13.5154
"Gelse.v1.S060810.1",23.7476,25.8331,26.5412,15.0934,8.75193,22.6777,13.968,17.1797,12.9913,9.16318,10.2561,5.69944,44.9776,57.6034,54.2559,61.7553,55.2963,44.0649
"Gelse.v1.S261690.1",0.327042,0.390618,0.240365,1.00105,2.14788,3.03622,2.8324,3.05117,3.48244,0.937905,3.46728,0.203216,0.690949,0.602229,0.353793,0.237227,1.21923,0.340909
"Gelse.v1.S053720.1",0.802074,0.0703156,2.19508,0.0221223,0,0,0,0,0.023858,0.88351,1.28714,0.191742,0.0232939,0.089099,0.0776789,0.0994397,0.0582932,0.499505
"Gelse.v1.S071820.1",7.0317,2.78554,8.28563,6.77961,6.81919,6.14461,9.00535,8.77638,6.99277,6.23251,8.1536,6.48534,5.88979,6.44783,3.96062,5.57087,7.17451,5.81508
"Gelse.v1.S193950.1",5.19182,2.24768,6.99424,1.27237,0.688136,0.528141,0.854948,0.335197,0.333736,10.8196,7.44807,6.44343,5.90603,5.41789,4.58821,7.78179,4.65158,5.45908
"Gelse.v1.S251580.3",61.9524,37.124,51.8367,55.4062,33.2146,42.3135,31.0218,37.2659,35.4191,60.5153,51.2232,60.4092,46.429,47.4533,43.487,46.9464,47.0531,49.9846
"Gelse.v1.S189970.1",561.358,136.966,479.682,530.083,460.403,693.537,502.07,530.262,723.306,696.135,1052.01,493.054,540.712,744.316,570.578,436.124,918.337,641.364
"Gelse.v1.S075570.1",3.68083,0.698575,6.45846,0,0,0,0,0,0,0.085086,0.0468046,0.0408122,0.0417354,0,0,0,0.0527671,0
"Gelse.v1.S164110.1",14.5643,15.0093,19.0801,18.4999,20.8906,27.7526,22.674,20.883,25.8579,15.738,20.9586,13.7386,26.7425,32.2666,24.4255,25.7973,35.1633,32.777
"Gelse.v1.S044970.1",0,0.270946,0.291087,0,0,0,0,0,0,0,0,0.0815486,0,0,0,0,0,0
"Gelse.v1.S093460.1",47.1529,33.4998,57.7044,38.2751,38.9967,36.4406,30.9312,25.5992,24.9757,55.2254,45.3884,61.7271,73.5243,61.4018,46.5518,89.2824,67.9741,69.5149
"Gelse.v1.S257440.1",0,0,0,0,1.32869,0,2.41992,1.48806,4.73137,2.23775,1.56916,0.679705,3.15295,7.4878,0,0,15.2885,4.13436
"Gelse.v1.S115980.1",28.6895,11.8992,32.2626,20.1933,19.2317,20.5064,19.9868,15.9708,19.0824,19.3338,24.9606,28.6993,25.0514,28.4009,1.42382,27.5876,28.4465,22.3452
"Gelse.v1.S168110.2",7.58467,5.03412,7.76709,6.36602,7.21519,9.62768,7.68563,5.66097,6.06218,9.2443,9.74562,7.14111,8.08295,7.48257,5.95336,6.36026,5.40648,5.4665
"Gelse.v1.S147470.1",0,0.123445,0,0,0,0,0,0,0,0,0,0,0,0.311687,0.153108,0,0,0
"Gelse.v1.S051860.1",28.7821,31.371,32.4261,24.7344,22.5339,25.9729,30.7014,26.8937,27.3209,39.8388,40.346,33.8699,39.2434,38.5285,36.4605,34.2102,47.4421,38.6469
"Gelse.v1.S125330.1",11.5282,19.7667,13.3338,4.70321,4.70005,3.29402,4.2969,2.83749,2.54898,6.48797,8.07479,6.66867,5.49956,5.40849,5.85169,5.72355,3.73628,6.26559
"Gelse.v1.S013880.1",16.8758,12.1434,13.749,16.6244,23.0905,34.9142,30.9648,24.9582,38.6431,23.459,14.1075,11.4441,4.86186,5.38701,4.12365,4.64134,7.65834,6.53369
"Gelse.v1.S265770.1",0,0,0,0,0,0,0,0,0,0.0314028,0,0.029545,0,0.0615706,0.080638,0,0,0
"Gelse.v1.S055760.3",23.6482,25.3552,26.3018,23.3808,25.6368,27.1482,20.8627,20.1195,19.2868,35.8932,31.9481,34.4984,39.1617,38.5216,46.7147,44.3634,44.0216,47.8704
"Gelse.v1.S000380.1",0.0250399,0.0164675,0.850915,0,0,0,0.0470877,0.065388,0.0447224,0.191045,0.463733,0.239536,3.64648,0.897922,2.42073,6.49891,1.96647,6.45981
"Gelse.v1.S050380.1",73.0252,92.682,83.8459,63.2421,53.2644,47.9341,60.6627,38.8695,37.7745,76.2107,72.5063,66.0972,65.4831,60.5264,69.6384,86.1427,63.2204,74.3117
"Gelse.v1.S141280.1",7.53002,3.58447,12.7465,3.08522,3.19436,3.80259,2.46886,2.57746,2.43266,12.7588,14.5036,13.2921,12.972,9.89362,6.38208,14.6165,8.28425,10.0831
"Gelse.v1.S158640.1",258.232,158.541,422.332,269.973,389.703,403.512,488.547,457.159,398.268,598.713,908.41,791.443,1123.19,1424.46,842.438,961.352,1524.14,1156.12
"Gelse.v1.S026900.1",20.0447,6.75233,18.6914,14.2171,11.4879,12.6976,16.4318,21.7099,17.0604,9.70943,12.9483,14.1749,1.56559,1.98156,1.27459,3.1469,1.96624,1.51505
"Gelse.v1.S243290.1",1.55673,0.478409,0.183013,1.29164,0.577561,0.991982,0,0.296406,0.429997,0.163871,2.78584,0,0.12575,0,0,0.0899419,0,0.0901847
"Gelse.v1.S252500.1",35.7869,28.2101,35.2312,34.2742,31.9596,31.69,30.3798,25.4422,29.8299,40.5532,38.7486,37.1223,32.8585,26.5626,29.9917,35.1024,31.4829,31.8833
"Gelse.v1.S057070.1",45.0419,27.3208,65.1568,29.6224,32.2729,35.1429,31.8381,29.7999,33.7288,63.5696,61.137,38.366,54.2435,54.2594,38.9416,47.0249,63.5266,47.3897
"Gelse.v1.S073500.1",0.413871,0.235813,0.937251,0.205494,0.103107,0.260568,0.233133,0.648453,0.123062,0.654456,1.507,0.197837,0.144173,0.344646,0.180305,0.307795,0.2105,0.2319
"Gelse.v1.S254680.1",0.44856,0.749364,1.80477,0.270403,0.0606797,0.208691,0.37987,0.0709875,0,2.85657,2.56343,2.04027,1.8696,2.22455,2.8855,1.96429,1.5492,2.38791
"Gelse.v1.S113650.1",11.0708,11.9885,13.1355,7.79124,8.76228,9.55339,7.72091,7.62894,7.89229,27.3802,31.4007,14.8963,20.7527,18.8724,21.7159,20.485,17.2732,20.9595
"Gelse.v1.S272030.1",64.0347,31.2187,59.4479,70.4288,54.4505,61.6434,68.4982,43.585,44.0509,43.0795,44.6174,39.0246,46.8474,43.1253,38.1235,52.1947,50.9359,47.562
"Gelse.v1.S283650.1",0.423669,0.0334631,0.123812,0.32632100000000003,0.312637,0.200964,0.193415,0.188057,0.285326,0.0347364,9.89035e-4,0.00116891,0,0,0,0,0,0.00806491
"Gelse.v1.S048470.1",2.83581,7.74965,3.41026,3.3361,6.10856,7.01674,2.24445,2.22642,2.95096,17.0506,4.55544,5.58146,25.2508,22.8945,8.74014,28.4026,25.9057,8.25575
"Gelse.v1.S165920.1",7.75389,5.77853,11.503,5.5846,6.54018,6.72503,9.83122,10.5354,5.27688,25.2849,20.3878,10.838,5.6708,8.87821,6.32896,3.98082,9.36697,7.26037
"Gelse.v1.S267560.1",0,0,0,0.0160224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gelse.v1.S173280.1",17.3211,13.9937,37.5173,6.47813,7.25286,5.75819,6.7672,3.89966,3.25904,34.4395,35.2969,22.1991,27.0098,28.5997,25.2713,34.719,25.5519,31.8348
"Gelse.v1.S031110.1",8.01227,7.95342,9.22445,6.73576,6.88774,7.3368,5.30689,6.40127,5.84131,9.38121,9.94971,8.73453,7.70932,8.03964,7.97218,6.38587,7.7776,7.88495
"Gelse.v1.S215460.1",49.5749,78.542,54.0674,58.0092,55.4539,60.5011,50.2631,47.0024,48.2413,61.444,57.7462,44.6904,54.7192,50.8344,35.9388,55.0624,45.8136,44.6937
"Gelse.v1.S096250.1",7.89586,8.38454,8.07536,7.45172,6.93369,7.66948,3.51127,2.94115,4.14384,11.2621,7.22041,9.82936,17.2641,12.4835,12.4804,19.0035,13.302,13.2711
